MsgID.LOCAL_POSITION,15984.5520000,6.0994573,9.9817171,-5.0048895
MsgID.LOCAL_VELOCITY,15984.5520000,0.0124614,-0.0075521,0.0569298
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973376,37.7925329,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0400000
MsgID.LOCAL_POSITION,15984.8020000,5.8866858,9.9836512,-5.0014691
MsgID.LOCAL_VELOCITY,15984.8020000,-0.0018966,-0.0041668,0.0472538
MsgID.GLOBAL_POSITION,0.0000000,-122.3973391,37.7925332,4.9960000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,15985.0520000,5.9143872,9.8554344,-4.9966292
MsgID.LOCAL_VELOCITY,15985.0520000,0.0030293,-0.0004090,0.0106585
MsgID.LOCAL_POSITION,15985.3020000,5.9910331,9.9668512,-4.9903431
MsgID.LOCAL_VELOCITY,15985.3020000,0.0029754,0.0062801,-0.0368689
MsgID.GLOBAL_POSITION,0.0000000,-122.3973378,37.7925339,4.9900000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0300000
MsgID.LOCAL_POSITION,15985.5520000,6.0220332,10.0081358,-4.9846869
MsgID.LOCAL_VELOCITY,15985.5520000,-0.0116639,0.0013340,-0.1176056
MsgID.GLOBAL_POSITION,0.0000000,-122.3973374,37.7925341,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,15985.8020000,6.0244427,9.9923630,-4.9815431
MsgID.LOCAL_VELOCITY,15985.8020000,-0.0225379,-0.0073637,-0.1572916
MsgID.GLOBAL_POSITION,0.0000000,-122.3973375,37.7925342,4.9810000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.1500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973391,37.7925332,4.9770000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,-0.1700000
MsgID.LOCAL_POSITION,15986.0530000,5.9187117,9.8564501,-4.9775352
MsgID.LOCAL_VELOCITY,15986.0530000,-0.0262092,-0.0092851,-0.1734859
MsgID.GLOBAL_POSITION,0.0000000,-122.3973380,37.7925334,4.9760000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1900000
MsgID.LOCAL_POSITION,15986.3030000,5.9344492,9.9546471,-4.9760585
MsgID.LOCAL_VELOCITY,15986.3030000,-0.0178998,-0.0019276,-0.1920645
MsgID.GLOBAL_POSITION,0.0000000,-122.3973379,37.7925349,4.9780000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,-0.1700000
MsgID.LOCAL_POSITION,15986.5530000,6.1101522,9.9627752,-4.9787531
MsgID.LOCAL_VELOCITY,15986.5530000,-0.0163957,-0.0030715,-0.1766408
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973374,37.7925335,4.9850000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,0.0000000,-0.1500000
MsgID.LOCAL_POSITION,15986.8020000,5.9470205,10.0079107,-4.9858284
MsgID.LOCAL_VELOCITY,15986.8020000,-0.0322414,-0.0054908,-0.1522841
MsgID.GLOBAL_POSITION,0.0000000,-122.3973363,37.7925328,4.9950000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,-0.0800000
MsgID.LOCAL_POSITION,15987.0540000,5.8667455,10.1062145,-4.9958735
MsgID.LOCAL_VELOCITY,15987.0540000,-0.0286623,-0.0112018,-0.0897313
MsgID.GLOBAL_POSITION,0.0000000,-122.3973354,37.7925346,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0200000,-0.0100000
MsgID.LOCAL_POSITION,15987.3030000,6.0732331,10.1809635,-4.9990501
MsgID.LOCAL_VELOCITY,15987.3030000,-0.0129401,-0.0231570,-0.0143766
MsgID.LOCAL_POSITION,15987.5540000,5.9588289,10.0536394,-5.0032482
MsgID.LOCAL_VELOCITY,15987.5540000,-0.0225113,-0.0334330,0.0156989
MsgID.GLOBAL_POSITION,0.0000000,-122.3973368,37.7925336,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0300000,0.0100000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973377,37.7925341,5.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0200000,0.0700000
MsgID.LOCAL_POSITION,15987.8040000,6.0122957,9.9806032,-5.0113144
MsgID.LOCAL_VELOCITY,15987.8040000,-0.0270155,-0.0289095,0.0728133
MsgID.GLOBAL_POSITION,0.0000000,-122.3973377,37.7925342,5.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,0.1000000
MsgID.LOCAL_POSITION,15988.0540000,6.0293865,9.9741068,-5.0128698
MsgID.LOCAL_VELOCITY,15988.0540000,-0.0250197,-0.0179721,0.1030414
MsgID.GLOBAL_POSITION,0.0000000,-122.3973389,37.7925331,5.0110000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,-0.0100000,0.1200000
MsgID.LOCAL_POSITION,15988.3030000,5.9044285,9.8672838,-5.0110369
MsgID.LOCAL_VELOCITY,15988.3030000,-0.0283570,-0.0122435,0.1251401
MsgID.LOCAL_POSITION,15988.5530000,5.9449463,9.8555784,-5.0091839
MsgID.LOCAL_VELOCITY,15988.5530000,-0.0199160,-0.0015359,0.0799245
MsgID.GLOBAL_POSITION,0.0000000,-122.3973391,37.7925335,5.0090000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0700000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973375,37.7925331,5.0030000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,15988.8030000,5.9063673,9.9948044,-5.0030808
MsgID.LOCAL_VELOCITY,15988.8030000,-0.0136103,0.0036687,0.0934250
MsgID.GLOBAL_POSITION,0.0000000,-122.3973388,37.7925318,4.9980000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15989.0540000,5.7640109,9.8812914,-4.9985428
MsgID.LOCAL_VELOCITY,15989.0540000,-0.0108773,-0.0035060,0.0081514
MsgID.GLOBAL_POSITION,0.0000000,-122.3973374,37.7925336,5.0010000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0100000
MsgID.LOCAL_POSITION,15989.3040000,5.9659548,10.0025539,-5.0018091
MsgID.LOCAL_VELOCITY,15989.3040000,0.0007457,-0.0002585,0.0103034
MsgID.GLOBAL_POSITION,0.0000000,-122.3973363,37.7925336,4.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,15989.5540000,5.9666057,10.1046047,-4.9990249
MsgID.LOCAL_VELOCITY,15989.5540000,-0.0026103,-0.0066663,0.0091860
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,15989.8040000,5.7741899,9.9307184,-4.9976006
MsgID.LOCAL_VELOCITY,15989.8040000,-0.0135695,-0.0180541,-0.0209849
MsgID.GLOBAL_POSITION,0.0000000,-122.3973382,37.7925319,4.9970000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,-0.0100000,-0.0200000
MsgID.GLOBAL_POSITION,0.0000000,-122.3973395,37.7925325,4.9980000
